datetime,portfolio_value,cash,return
2024-01-02 09:30:00-05:00,100000.0,100000.0,
2024-01-03 09:30:00-05:00,99982.69989013672,95278.3999633789,-0.00017300109863283009
2024-01-04 09:30:00-05:00,99961.3998413086,95278.3999633789,-0.0002130373439758193
2024-01-05 09:30:00-05:00,99953.29986572266,95278.3999633789,-8.103103396706057e-05
2024-01-06 09:30:00-05:00,99953.29986572266,95278.3999633789,0.0
2024-01-08 09:30:00-05:00,99962.69989013672,95278.3999633789,9.404416289093831e-05
2024-01-09 09:30:00-05:00,99997.09991455078,95278.3999633789,0.0003441286044880698
2024-01-10 09:30:00-05:00,100020.0,95278.3999633789,0.0002290074959052646
2024-01-11 09:30:00-05:00,100054.29992675781,95278.3999633789,0.0003429306814417554
2024-01-12 09:30:00-05:00,100056.79992675781,95278.3999633789,2.4986432385576407e-05
2024-01-13 09:30:00-05:00,100056.79992675781,95278.3999633789,0.0
2024-01-16 09:30:00-05:00,100031.00006103516,95278.3999633789,-0.00025785219736729204
2024-01-17 09:30:00-05:00,99996.6000366211,95278.3999633789,-0.0003438936369032364
2024-01-18 09:30:00-05:00,100018.50006103516,95278.3999633789,0.00021900769032190404
2024-01-19 09:30:00-05:00,100054.89990234375,95278.3999633789,0.0003639310856129452
2024-01-20 09:30:00-05:00,100054.89990234375,95278.3999633789,0.0
2024-01-22 09:30:00-05:00,100118.50006103516,95278.3999633789,0.0006356526142496932
2024-01-23 09:30:00-05:00,100118.50006103516,95278.3999633789,0.0
2024-01-24 09:30:00-05:00,100156.49993896484,95278.3999633789,0.0003795490134841373
2024-01-25 09:30:00-05:00,100154.19982910156,95278.3999633789,-2.2965158174237388e-05
2024-01-26 09:30:00-05:00,100154.29992675781,95278.3999633789,9.99435434856366e-07
2024-01-27 09:30:00-05:00,100154.29992675781,95278.3999633789,0.0
2024-01-29 09:30:00-05:00,100155.70007324219,95278.3999633789,1.3979893877635874e-05
2024-01-30 09:30:00-05:00,100183.99993896484,95278.3999633789,0.00028255871310323144
2024-01-31 09:30:00-05:00,100164.59991455078,95278.3999633789,-0.0001936439394103484
2024-02-01 09:30:00-05:00,100124.70001220703,95278.3999633789,-0.00039834335062272075
2024-02-02 09:30:00-05:00,100174.89990234375,95278.3999633789,0.0005013736883165976
2024-02-03 09:30:00-05:00,100174.89990234375,95278.3999633789,0.0
2024-02-05 09:30:00-05:00,100215.40008544922,95278.3999633789,0.00040429471998426614
2024-02-06 09:30:00-05:00,100213.59985351562,95278.3999633789,-1.7963625670858185e-05
2024-02-07 09:30:00-05:00,100241.30004882812,95278.3999633789,0.0002764115384836785
2024-02-08 09:30:00-05:00,100259.40002441406,95278.3999633789,0.0001805640547072329
2024-02-09 09:30:00-05:00,100266.79992675781,95278.3999633789,7.380756659181031e-05
2024-02-10 09:30:00-05:00,100266.79992675781,95278.3999633789,0.0
2024-02-12 09:30:00-05:00,100290.10009765625,95278.3999633789,0.00023238171473960456
2024-02-13 09:30:00-05:00,100223.69995117188,95278.3999633789,-0.0006620807678895391
2024-02-14 09:30:00-05:00,100246.30004882812,95278.3999633789,0.00022549654091053029
2024-02-15 09:30:00-05:00,100271.30004882812,95278.3999633789,0.0002493857627445806
2024-02-16 09:30:00-05:00,100295.40008544922,95278.3999633789,0.0002403483011526042
2024-02-17 09:30:00-05:00,100295.40008544922,95278.3999633789,0.0
2024-02-20 09:30:00-05:00,100255.59997558594,95278.3999633789,-0.0003968288658240393
2024-02-21 09:30:00-05:00,100232.60009765625,95278.3999633789,-0.00022941240125529117
2024-02-22 09:30:00-05:00,100318.50006103516,95278.3999633789,0.0008570062364461339
2024-02-23 09:30:00-05:00,100371.09985351562,95278.3999633789,0.0005243279399957945
2024-02-24 09:30:00-05:00,100371.09985351562,95278.3999633789,0.0
2024-02-26 09:30:00-05:00,100361.3998413086,95278.3999633789,-9.664148565857733e-05
2024-02-27 09:30:00-05:00,100345.40008544922,95278.3999633789,-0.00015942140987146303
2024-02-28 09:30:00-05:00,100331.69982910156,95278.3999633789,-0.00013653098533650265
2024-02-29 09:30:00-05:00,100359.1000366211,95278.3999633789,0.00027309621551507846
2024-03-01 09:30:00-05:00,100368.20007324219,95278.3999633789,9.067475313928597e-05
2024-03-02 09:30:00-05:00,100368.20007324219,95278.3999633789,0.0
2024-03-04 09:30:00-05:00,100398.70025634766,95278.3999633789,0.0003038829338695148
2024-03-05 09:30:00-05:00,100380.79986572266,95278.3999633789,-0.00017829305139704932
2024-03-06 09:30:00-05:00,100383.8998413086,95278.3999633789,3.0882156648370795e-05
2024-03-07 09:30:00-05:00,100409.80010986328,95278.3999633789,0.0002580121772080002
2024-03-08 09:30:00-05:00,100433.00018310547,95278.3999633789,0.00023105387339494854
2024-03-09 09:30:00-05:00,100433.00018310547,95278.3999633789,0.0
2024-03-11 09:30:00-04:00,100412.90008544922,95278.3999633789,-0.00020013439426891377
2024-03-12 09:30:00-04:00,100449.49981689453,95278.3999633789,0.0003644923253303123
2024-03-13 09:30:00-04:00,100448.09967041016,95278.3999633789,-1.3938809918734307e-05
2024-03-14 09:30:00-04:00,100380.49987792969,95278.3999633789,-0.0006729822933662089
2024-03-15 09:30:00-04:00,100380.49987792969,95278.3999633789,0.0
2024-03-16 09:30:00-04:00,100380.49987792969,95278.3999633789,0.0
2024-03-18 09:30:00-04:00,100399.90020751953,95278.3999633789,0.00019326791173024382
2024-03-19 09:30:00-04:00,100436.1001586914,95278.3999633789,0.0003605576409642097
2024-03-20 09:30:00-04:00,100512.30010986328,95278.3999633789,0.0007586908596757258
2024-03-21 09:30:00-04:00,100499.49981689453,95278.3999633789,-0.0001273505128701613
2024-03-22 09:30:00-04:00,100499.49981689453,95278.3999633789,0.0
2024-03-23 09:30:00-04:00,100499.49981689453,95278.3999633789,0.0
2024-03-25 09:30:00-04:00,100490.6997680664,95278.3999633789,-8.756311070357015e-05
2024-03-26 09:30:00-04:00,100495.50018310547,95278.3999633789,4.776974436571102e-05
2024-03-27 09:30:00-04:00,100510.50018310547,95278.3999633789,0.0001492604143735754
2024-03-28 09:30:00-04:00,100510.50018310547,95278.3999633789,0.0
2024-03-29 09:30:00-04:00,100510.50018310547,95278.3999633789,0.0
2024-04-01 09:30:00-04:00,100460.79986572266,95278.3999633789,-0.0004944788583508553
2024-04-02 09:30:00-04:00,100455.59967041016,95278.3999633789,-5.176342732138295e-05
2024-04-03 09:30:00-04:00,100513.6001586914,95278.3999633789,0.0005773743670989262
2024-04-04 09:30:00-04:00,100423.00018310547,95278.3999633789,-0.0009013703164835185
2024-04-05 09:30:00-04:00,100423.00018310547,95278.3999633789,0.0
2024-04-06 09:30:00-04:00,100423.00018310547,95278.3999633789,0.0
2024-04-08 09:30:00-04:00,100483.3999633789,95278.3999633789,0.0006014536526821601
2024-04-09 09:30:00-04:00,100413.1997680664,95278.3999633789,-0.0006986248010923957
2024-04-10 09:30:00-04:00,100435.19989013672,95278.3999633789,0.00021909591688262786
2024-04-11 09:30:00-04:00,100422.09991455078,95278.3999633789,-0.0001304321154362853
2024-04-12 09:30:00-04:00,100422.09991455078,95278.3999633789,0.0
2024-04-13 09:30:00-04:00,100422.09991455078,95278.3999633789,0.0
2024-04-15 09:30:00-04:00,100327.79998779297,95278.3999633789,-0.0009390355991166777
2024-04-16 09:30:00-04:00,100338.8998413086,95278.3999633789,0.00011063587078541381
2024-04-17 09:30:00-04:00,100298.20007324219,95278.3999633789,-0.00040562302487645585
2024-04-18 09:30:00-04:00,100272.79998779297,95278.3999633789,-0.00025324567570172984
2024-04-19 09:30:00-04:00,100272.79998779297,95278.3999633789,0.0
2024-04-20 09:30:00-04:00,100272.79998779297,95278.3999633789,0.0
2024-04-22 09:30:00-04:00,100296.19995117188,95278.3999633789,0.00023336301950038774
2024-04-23 09:30:00-04:00,100343.99993896484,95278.3999633789,0.00047658822384333277
2024-04-24 09:30:00-04:00,100270.19989013672,95278.3999633789,-0.000735470470312305
2024-04-25 09:30:00-04:00,100341.90002441406,95278.3999633789,0.0007150692265089909
2024-04-26 09:30:00-04:00,100341.90002441406,95278.3999633789,0.0
2024-04-27 09:30:00-04:00,100341.90002441406,95278.3999633789,0.0
2024-04-29 09:30:00-04:00,100363.99993896484,95278.3999633789,0.00022024612395621368
2024-04-30 09:30:00-04:00,100292.20001220703,95278.3999633789,-0.0007153952293798005
2024-05-01 09:30:00-04:00,100319.89990234375,95278.3999633789,0.00027619186869309864
2024-05-02 09:30:00-04:00,100390.0,95278.3999633789,0.0006987656260073472
2024-05-03 09:30:00-04:00,100390.0,95278.3999633789,0.0
2024-05-04 09:30:00-04:00,100390.0,95278.3999633789,0.0
2024-05-06 09:30:00-04:00,100453.99993896484,95278.3999633789,0.0006375130886029368
2024-05-07 09:30:00-04:00,100431.00006103516,95278.3999633789,-0.00022895930419553068
2024-05-08 09:30:00-04:00,100452.20001220703,95278.3999633789,0.00021108971491856643
2024-05-09 09:30:00-04:00,100496.49993896484,95278.3999633789,0.00044100504272104324
2024-05-10 09:30:00-04:00,100496.49993896484,95278.3999633789,0.0
2024-05-11 09:30:00-04:00,100496.49993896484,95278.3999633789,0.0
2024-05-13 09:30:00-04:00,100489.49981689453,95278.3999633789,-6.965538177516883e-05
2024-05-14 09:30:00-04:00,100536.70013427734,95278.3999633789,0.00046970397373669037
2024-05-15 09:30:00-04:00,100577.20001220703,95278.3999633789,0.00040283675389773954
2024-05-16 09:30:00-04:00,100566.49993896484,95278.3999633789,-0.00010638666855800061
2024-05-17 09:30:00-04:00,100566.49993896484,95278.3999633789,0.0
2024-05-18 09:30:00-04:00,100566.49993896484,95278.3999633789,0.0
2024-05-20 09:30:00-04:00,100571.20025634766,95278.3999633789,4.673840081603764e-05
2024-05-21 09:30:00-04:00,100584.90020751953,95278.3999633789,0.00013622141464897375
2024-05-22 09:30:00-04:00,100608.00018310547,95278.3999633789,0.00022965649454609327
2024-05-23 09:30:00-04:00,100556.89971923828,95278.3999633789,-0.0005079165053890611
2024-05-24 09:30:00-04:00,100556.89971923828,95278.3999633789,0.0
2024-05-25 09:30:00-04:00,100556.89971923828,95278.3999633789,0.0
2024-05-28 09:30:00-04:00,100535.19989013672,95278.3999633789,-0.00021579652079717349
2024-05-29 09:30:00-04:00,100523.6001586914,95278.3999633789,-0.00011537980188025543
2024-05-30 09:30:00-04:00,100514.3002319336,95278.3999633789,-9.251485962635808e-05
2024-05-31 09:30:00-04:00,100514.3002319336,95278.3999633789,0.0
2024-06-01 09:30:00-04:00,100514.3002319336,95278.3999633789,0.0
2024-06-03 09:30:00-04:00,100543.00018310547,95278.3999633789,0.0002855310249949561
2024-06-04 09:30:00-04:00,100586.1001586914,95278.3999633789,0.00042867206575736283
2024-06-05 09:30:00-04:00,100628.1997680664,95278.3999633789,0.0004185430124896694
2024-06-06 09:30:00-04:00,100614.99969482422,95278.3999633789,-0.00013117668081719103
2024-06-07 09:30:00-04:00,100614.99969482422,95278.3999633789,0.0
2024-06-08 09:30:00-04:00,100614.99969482422,95278.3999633789,0.0
2024-06-10 09:30:00-04:00,100619.1000366211,95278.3999633789,4.075278844428709e-05
2024-06-11 09:30:00-04:00,100694.70001220703,95278.3999633789,0.0007513481591310267
2024-06-12 09:30:00-04:00,100709.90020751953,95278.3999633789,0.00015095328066583313
2024-06-13 09:30:00-04:00,100687.20001220703,95278.3999633789,-0.00022540182510089046
2024-06-14 09:30:00-04:00,100687.20001220703,95278.3999633789,0.0
2024-06-15 09:30:00-04:00,100687.20001220703,95278.3999633789,0.0
2024-06-17 09:30:00-04:00,100749.99969482422,95278.3999633789,0.0006237106862596598
2024-06-18 09:30:00-04:00,100749.99969482422,95278.3999633789,0.0
2024-06-19 09:30:00-04:00,100772.79998779297,95278.3999633789,0.00022630563809244997
2024-06-20 09:30:00-04:00,100722.40020751953,95278.3999633789,-0.0005001327766971375
2024-06-21 09:30:00-04:00,100722.40020751953,95278.3999633789,0.0
2024-06-22 09:30:00-04:00,100722.40020751953,95278.3999633789,0.0
2024-06-24 09:30:00-04:00,100718.29986572266,95278.3999633789,-4.0709333657962254e-05
2024-06-25 09:30:00-04:00,100715.29998779297,95278.3999633789,-2.9784834868040733e-05
2024-06-26 09:30:00-04:00,100732.09991455078,95278.3999633789,0.00016680610353980718
2024-06-27 09:30:00-04:00,100749.99969482422,95278.3999633789,0.00017769688399837946
2024-06-28 09:30:00-04:00,100749.99969482422,95278.3999633789,0.0
2024-06-29 09:30:00-04:00,100749.99969482422,95278.3999633789,0.0
2024-07-01 09:30:00-04:00,100715.40008544922,95278.3999633789,-0.00034342044148683026
2024-07-02 09:30:00-04:00,100765.29998779297,95278.3999633789,0.0004954545412261258
2024-07-03 09:30:00-04:00,100765.29998779297,95278.3999633789,0.0
2024-07-04 09:30:00-04:00,100796.1001586914,95278.3999633789,0.0003056624741073488
2024-07-05 09:30:00-04:00,100796.1001586914,95278.3999633789,0.0
2024-07-06 09:30:00-04:00,100796.1001586914,95278.3999633789,0.0
2024-07-08 09:30:00-04:00,100841.00006103516,95278.3999633789,0.000445452773203181
2024-07-09 09:30:00-04:00,100849.1000366211,95278.3999633789,8.03242290441375e-05
